Would you like to go out to drink with me tonight? ;I really don't know what to eat tonight so I might go out somewhere.
I advise you to treat this matter very seriously as it is vital. ;You must take this most seriously, it will affect you.
When I was going out to meet my friends there was a delay at the train station.;The train operator announced to the passengers that the train would be delayed.
Does music help you to relax, or does it distract you too much? ;Does this sponge look wet or dry to you?
You must realise that you will definitely be punished if you play with the alarm.;He will be harshly punished for setting the fire alarm off.
I will make you laugh so much that your sides ache.;When I tell you this you will split your sides laughing.
You shouldn't be covering what you really feel. ;There is no point in covering up what you said, we all know.
Do you want to come with us to the pub behind the hill?;We are going out for drinks tonight in Salford Quays if you would like to come.
This key doesn't seem to be working, could you give me another? ;I dislike the word quay, it confuses me, I always think of things for locks, there's another one.
The ghost appeared from nowhere and frightened the old man.;The ghost of Queen Victoria appears to me every night, I don't know why, I don't even like the royals.
You're not a good friend if you're not prepared to be present when I need you. ;A good friend always seems to be present when you need them.
The children crossed the road very safely thanks to the help of the lollipop lady. ;It was feared that the child might not recover, because he was seriously ill.
I have invited a variety of people to my party so it should be interesting.;A number of invitations were given out to a variety of people inviting them down the pub. 
I offer my condolences to the parents of John Smith, who was unfortunately murdered. ;I express my sympathy to John Smith’s parents following his murder.
Boats come in all shapes and sizes but they all do the same thing. ;Chairs can be comfy and not comfy, depending on the chair.
If you continuously use these products, I guarantee you will look very young. ;I assure you that, by using these products consistently over a long period of time, you will appear really young.
We ran farther than the other children that day.;You ran farther than anyone today.
I always like to have a slice of lemon in my drink especially if it's Coke. ;I like to put a wedge of lemon in my drinks, especially cola.
It seems like I've got eczema on my ear doctor, can you recommend something for me? ;I had to go to a chemist for a special rash cream for my ear.
I am proud of our nation, well, most of it. ;I think of myself as being part of a nation.
There was a heap of rubble left by the builders outside my house this morning.;Sometimes in a large crowd accidents may happen, which can cause deadly injuries.
Water freezes at a certain temperature, which is zero degrees Celsius. ;The temperature of boiling water is 100 C and the temperature of ice is 0 C.
We got home safely in the end, although it was a long journey. ;Though it took many hours travel, we finally reached our house safely.
A man called Dave gave his fiancée a large diamond ring for their engagement. ;The man presented a diamond to the woman and asked her to marry him.
I used to run quite a lot, in fact once I ran for North Tyneside.;I used to climb lots at school as we had a new climbing wall put in the gym.
I love to laugh as it makes me happy as well as those around me. ;I thought we bargained that it would only cost me a pound.
Because I am the eldest one I should be more responsible.;Just because of my age, people shouldn't think I'm a responsible adult, but they do?
I need to dash into the kitchen because I think my chip pan is on fire. ;In the event of a chip pan fire follow the instructions on the safety note.
Peter was a very large youth, whose size intimidated most people, much to his delight. ;Now I wouldn't say he was fat, but I'd certainly say he was one of the larger boys.
I'm going to buy a grey jumper today, in half an hour.;That's a nice grey top, where did you get it from?
We got soaked in the rain today, but now we are nice and dry. ;I was absolutely soaking wet last night, I drove my bike through the worst weather.
Global warming is what everyone is worrying about today. ;The problem of global warming is a concern to every country in the world at the moment.
He was harshly punished for setting the fire alarms off.;He delayed his response, in order to create a tense atmosphere.
Midday is 12 o'clock in the middle of the day. ;Noon is 12 o'clock in the middle of the day.
That's not a very good car, on the other hand mine is great.;This is a terrible noise level for a new car.
There was a terrible accident, a pileup, on the M16 today. ;It was a terrible accident, no one believed it was possible.
After hours of getting lost we eventually arrived at the hotel. ;After walking against the strong wind for hours he finally returned home safely.
The first thing I do in a morning is make myself a cup of coffee.;The first thing I do in the morning is have a cup of coffee.
Someone spilt a drink accidentally on my shirt, so I changed it.;It appears to have shrunk, it wasn't that size before I washed it.
I'm worried most seriously about the presentation, not the essay.;It is mostly very difficult to gain full marks in today's exam.
It is mostly very difficult to gain full marks in today's exam.;The exam was really difficult, I've got no idea if I'm going to pass.
Meet me on the hill behind the church in half an hour. ;Join me on the hill at the back of the church in thirty minutes time.
If you don't console with a friend, there is a chance you may hurt their feelings.;One of the qualities of a good friend is the ability to console.
We tried to bargain with him but it made no difference, he still didn't change his mind.;I tried bargaining with him, but he just wouldn't listen.
It gives me great pleasure to announce the winner of this year's beauty pageant. ;It’s a real pleasure to tell you who has won our annual beauty parade.
They said they were hoping to go to America on holiday.;I like to cover myself up in lots of layers, I don't like the cold.
Will I have to drive far to get to the nearest petrol station? ;Is it much farther for me to drive to the next gas station?
I think I know her from somewhere because she has a familiar face. ;You have a very familiar face, where do I know you from?
I am sorry but I can't go out as I have a heap of work to do.;I’ve a heap of things to finish so I can’t go out I’m afraid.
The responsible man felt very guilty when he crashed into the back of someone's car. ;A slow driver can be annoying even though they are driving safely.
Get that wet dog off my brand new white sofa. ;Make that wet hound get off my white couch – I only just bought it.
He fought in the war in Iraq before being killed in a car crash. ;The prejudice I suffered whilst on holiday in Iraq was quite alarming.
The cat was hungry so he went into the back garden to find lunch.;The hen walked about in the yard eating tasty grain.
My bedroom wall is lemon coloured but my mother says it is yellow. ;Roses can be different colours, it has to be said red is the best though.
Would you like to drink this wine with your meal?;Will you drink a glass of wine while you eat?
Roses can be different colours, it has to be said red is the best though.;Roses come in many varieties and colours, but yellow is my favourite.
Flies can also carry a lot of disease and cause maggots.;I dry my hair after I wash it or I will get ill.
Could you climb up the tree and save my cat from jumping please? ;Can you get up that tree and rescue my cat otherwise it might jump?
The pleasure that I get from studying, is that I learn new things.;I have a doubt about this exam, we never got to study for it.
The perpetrators of war crimes are rotten to the core. ;There are many global issues that everybody should be aware of, such as the threat of terrorism.
The damp was mostly in the very corner of the room. ;The young lady was somewhat partially burnt from the sun.
We often ran to school because we were always late. ;I knew I was late for my class so I ran all the way to school.
I hope you're taking this seriously, if not you can get out of here. ;The difficult course meant that only the strong would survive.
